borrower_id,loan_amount,loan_date,business_type,business_location,years_in_business,repayment_history,mobile_money_activity_score
PEZ10333,6847.86,2022-08-12,mobile_money_agent,Nakuru,0.7,late,31.5
PEZ10334,9963.9,2024-07-02,hardware_store,Thika,3.9,on_time,92.9
PEZ10335,3847.64,2021-03-29,pharmacy,Thika,6.7,on_time,62.1
PEZ10336,1142.08,2020-11-08,salon_barber,Nairobi,0.5,on_time,23.5
PEZ10337,18875.15,2023-11-03,transport,Thika,4.4,on_time,54.4
PEZ10338,13740.02,2022-08-01,electronics_repair,Eldoret,3.9,on_time,54.0
PEZ10339,4051.38,2023-01-15,salon_barber,Thika,6.3,on_time,90.5
PEZ10340,6290.18,2024-04-14,retail_shop,Garissa,,on_time,61.8
PEZ10341,5270.3,2021-03-23,retail_shop,Malindi,1.0,late,43.3
PEZ10342,24595.1,2022-09-16,hardware_store,Kitale,3.6,on_time,10.2
PEZ10343,5104.63,2021-07-16,,Nairobi,,on_time,9.2
PEZ10344,2702.29,2021-01-02,hardware_store,Eldoret,,on_time,59.8
PEZ10345,5681.74,2021-12-26,food_vendor,Mombasa,0.6,late,83.0
PEZ10346,1737.73,2023-11-28,tailoring,Malindi,0.9,late,43.9
PEZ10347,2489.18,2024-04-04,transport,Eldoret,1.7,on_time,16.9
PEZ10348,2295.13,2023-12-10,retail_shop,Mombasa,4.8,on_time,26.9
PEZ10349,1306.72,2024-10-23,salon_barber,Mombasa,10.7,on_time,19.4
PEZ10350,19919.71,2023-03-06,food_vendor,Garissa,2.3,on_time,40.6
PEZ10351,1764.25,2023-02-28,pharmacy,Eldoret,,on_time,69.6
PEZ10352,47530.02,2024-03-20,retail_shop,Kisumu,10.5,on_time,49.5
PEZ10353,7153.68,2023-10-18,agro_dealer,Mombasa,0.9,on_time,37.7
PEZ10354,23060.97,2020-06-09,hardware_store,Thika,12.4,on_time,21.9
PEZ10355,122509.83,2024-04-23,hardware_store,Thika,1.5,on_time,74.7
PEZ10356,5785.45,2022-07-11,,Nyeri,6.5,late,26.5
PEZ10357,7077.99,2023-09-15,pharmacy,Nakuru,3.1,on_time,72.2
PEZ10358,6365.1,2021-07-02,agro_dealer,Mombasa,2.6,defaulted,36.9
PEZ10359,3313.13,2020-08-06,salon_barber,Malindi,4.0,on_time,57.6
PEZ10360,19084.22,2020-06-27,food_vendor,Nairobi,10.0,late,46.6
PEZ10361,16270.4,2021-12-25,salon_barber,Malindi,4.5,defaulted,46.7
PEZ10362,10014.78,2022-04-27,hardware_store,Mombasa,4.9,defaulted,81.2
PEZ10363,9016.28,2022-12-03,agro_dealer,Mombasa,0.7,late,49.7
PEZ10364,14892.42,2020-12-08,salon_barber,Malindi,9.4,late,46.8
PEZ10365,6895.58,2021-05-20,agro_dealer,Eldoret,0.7,late,72.2
PEZ10366,4316.04,2022-03-21,pharmacy,Nyeri,1.5,defaulted,22.8
PEZ10367,8768.28,2024-08-13,electronics_repair,Nyeri,2.1,on_time,33.7
PEZ10368,11328.05,2020-12-29,mobile_money_agent,Kisumu,3.3,on_time,68.3
PEZ10369,2682.88,2021-05-11,agro_dealer,Thika,2.6,on_time,92.8
PEZ10370,31879.19,2021-02-13,electronics_repair,Malindi,4.3,on_time,59.2
PEZ10371,11330.33,2023-12-21,,Garissa,1.0,on_time,22.2
PEZ10372,8228.66,2024-06-16,transport,Kitale,0.7,on_time,42.2
PEZ10373,16792.45,2022-05-16,agro_dealer,Kitale,4.2,late,18.0
PEZ10374,20847.13,2024-11-16,agro_dealer,Mombasa,1.6,on_time,43.1
PEZ10375,13660.23,2023-05-01,agro_dealer,Garissa,,on_time,21.6
PEZ10376,23353.09,2020-03-31,food_vendor,Mombasa,3.8,on_time,56.1
PEZ10377,500.0,2020-07-20,mobile_money_agent,Malindi,5.1,late,38.5
PEZ10378,1965.5,2022-07-01,tailoring,Nakuru,2.3,on_time,79.6
PEZ10379,5593.77,2020-02-20,electronics_repair,Malindi,4.9,late,74.8
PEZ10380,40225.37,2024-02-04,pharmacy,Mombasa,6.9,on_time,65.3
PEZ10381,38101.15,2022-09-02,salon_barber,Thika,0.9,on_time,57.0
PEZ10382,1973.3,2023-12-26,food_vendor,Kitale,1.2,defaulted,52.9
PEZ10383,1762.84,2024-02-25,food_vendor,Nairobi,0.9,late,13.2
PEZ10384,578.94,2021-04-19,transport,Garissa,0.6,on_time,29.6
PEZ10385,60956.02,2024-12-13,agro_dealer,Kisumu,2.8,on_time,48.2
PEZ10386,38084.78,2024-03-20,transport,Kitale,1.6,late,51.8
PEZ10387,21608.75,2022-07-26,food_vendor,Nyeri,0.9,on_time,41.7
PEZ10388,2097.61,2022-03-06,food_vendor,Eldoret,2.7,late,21.1
PEZ10389,5454.36,2024-07-24,mobile_money_agent,Malindi,6.1,on_time,49.9
PEZ10390,7276.76,2020-08-27,tailoring,Nyeri,1.3,late,22.8
PEZ10391,4179.18,2022-02-24,salon_barber,Thika,0.7,late,58.7
PEZ10392,33289.41,2020-12-20,agro_dealer,Kisumu,1.0,on_time,31.2
PEZ10393,15344.58,2020-04-19,hardware_store,Kisumu,5.5,on_time,9.5
PEZ10394,15061.94,2023-08-30,electronics_repair,Nairobi,1.5,on_time,39.3
PEZ10395,8133.96,2020-06-18,pharmacy,Malindi,1.0,on_time,29.6
PEZ10396,4369.32,2021-08-14,mobile_money_agent,Nairobi,3.9,late,9.8
PEZ10397,12681.02,2023-03-18,salon_barber,Kitale,2.9,on_time,40.0
PEZ10398,11291.93,2020-03-26,food_vendor,Eldoret,1.3,on_time,55.9
PEZ10399,14026.56,2021-05-21,pharmacy,Garissa,2.2,on_time,32.5
PEZ10400,14358.43,2020-08-28,tailoring,Nairobi,7.7,on_time,37.6
PEZ10401,32613.19,2023-07-19,transport,Nakuru,4.7,on_time,74.9
PEZ10402,38648.19,2023-03-13,agro_dealer,Kisumu,1.0,on_time,69.0
PEZ10403,4041.33,2021-08-15,electronics_repair,Garissa,0.5,on_time,64.8
PEZ10404,3384.87,2020-10-04,mobile_money_agent,Eldoret,6.2,on_time,29.7
PEZ10405,2113.05,2021-05-26,agro_dealer,Nairobi,2.5,on_time,28.0
PEZ10406,14584.75,2023-03-28,salon_barber,Thika,4.7,on_time,15.7
PEZ10407,3983.51,2022-04-05,tailoring,Malindi,5.1,on_time,86.7
PEZ10408,8371.39,2023-04-06,hardware_store,Eldoret,8.0,on_time,73.1
PEZ10409,1736.72,2020-05-09,retail_shop,Mombasa,0.6,on_time,57.7
PEZ10410,21118.03,2024-08-23,hardware_store,Malindi,3.1,late,87.4
PEZ10411,12198.01,2023-10-29,tailoring,Thika,7.2,on_time,78.0
PEZ10412,12630.63,2024-10-22,retail_shop,Nairobi,1.1,late,27.7
PEZ10413,5021.24,2020-09-27,salon_barber,Kitale,0.7,on_time,37.8
PEZ10414,12365.37,2020-06-17,tailoring,Kisumu,4.0,on_time,81.9
PEZ10415,16159.07,2022-05-29,electronics_repair,Kisumu,2.8,on_time,77.0
PEZ10416,27374.67,2023-10-24,food_vendor,Mombasa,,late,57.3
PEZ10417,2444.8,2023-11-22,pharmacy,Nairobi,,on_time,82.3
PEZ10418,34882.2,2021-10-03,salon_barber,Kitale,5.6,late,66.0
PEZ10419,11885.81,2023-10-18,electronics_repair,Eldoret,3.7,late,5.2
PEZ10420,1654.97,2024-01-19,salon_barber,Mombasa,5.1,on_time,
PEZ10421,3114.5,2020-07-24,transport,Kisumu,4.3,late,63.0
PEZ10422,24039.75,2020-10-13,salon_barber,Mombasa,1.9,on_time,51.3
PEZ10423,13905.28,2021-08-06,transport,Eldoret,6.4,on_time,74.8
PEZ10424,741.54,2023-08-16,retail_shop,Eldoret,1.7,on_time,51.9
PEZ10425,34352.17,2022-12-17,retail_shop,Nakuru,1.0,on_time,63.4
PEZ10426,9830.13,2022-01-18,retail_shop,Thika,6.0,on_time,40.6
PEZ10427,8433.24,2020-05-18,hardware_store,Kisumu,10.7,defaulted,43.2
PEZ10428,2651.44,2021-08-09,retail_shop,Eldoret,1.1,on_time,32.4
PEZ10429,17537.47,2020-11-08,hardware_store,Malindi,6.7,on_time,41.1
PEZ10430,28276.34,2023-01-03,tailoring,Mombasa,3.0,on_time,64.5
PEZ10431,6963.55,2021-09-27,electronics_repair,Malindi,1.7,on_time,28.8
PEZ10432,13919.65,2023-05-31,agro_dealer,Nakuru,1.5,on_time,84.7
PEZ10433,13642.81,2020-10-08,retail_shop,Eldoret,3.6,defaulted,72.6
PEZ10434,2146.7,2021-06-14,retail_shop,Kisumu,4.7,on_time,55.0
PEZ10435,4388.05,2024-04-28,salon_barber,Thika,11.1,on_time,28.3
PEZ10436,1411.7,2023-03-26,retail_shop,Thika,2.1,on_time,66.1
PEZ10437,12039.35,2022-01-23,food_vendor,Kitale,1.5,on_time,45.8
PEZ10438,36264.06,2024-02-26,salon_barber,Eldoret,0.7,late,44.9
PEZ10439,22329.76,2022-02-23,hardware_store,Nairobi,,on_time,50.9
PEZ10440,6536.06,2024-02-25,salon_barber,Kisumu,1.6,on_time,87.9
PEZ10441,44151.78,2020-06-08,agro_dealer,Nakuru,3.2,late,72.4
PEZ10442,5511.64,2022-11-22,mobile_money_agent,Thika,3.1,late,79.7
PEZ10443,7037.95,2021-11-01,retail_shop,Malindi,3.8,on_time,74.4
PEZ10444,8232.19,2024-02-23,food_vendor,Garissa,7.9,on_time,22.4
PEZ10445,3061.8,2021-02-04,mobile_money_agent,Nakuru,3.4,on_time,34.6
PEZ10446,4029.49,2023-07-26,,Nakuru,1.2,on_time,46.4
PEZ10447,5998.09,2020-07-31,retail_shop,Thika,,on_time,13.5
PEZ10448,1997.36,2020-10-18,transport,Garissa,3.9,on_time,49.2
PEZ10449,44888.51,2022-02-01,tailoring,Mombasa,,on_time,51.0
PEZ10450,18221.27,2023-04-27,pharmacy,Mombasa,1.9,on_time,39.5
PEZ10451,3825.32,2021-10-07,mobile_money_agent,Nairobi,3.8,late,17.7
PEZ10452,1375.39,2024-05-16,agro_dealer,Thika,4.2,late,22.7
PEZ10453,10426.02,2023-01-02,mobile_money_agent,Mombasa,1.6,on_time,35.6
PEZ10454,4952.47,2024-07-11,electronics_repair,Nakuru,2.1,late,57.2
PEZ10455,4046.64,2021-05-23,tailoring,Nyeri,,defaulted,79.1
PEZ10456,1541.09,2020-03-04,electronics_repair,Malindi,1.5,on_time,54.2
PEZ10457,2577.21,2024-06-13,agro_dealer,Kitale,1.8,late,75.1
PEZ10458,953.11,2024-08-13,salon_barber,Mombasa,,defaulted,11.6
PEZ10459,5489.53,2024-07-22,agro_dealer,Thika,1.1,on_time,42.9
PEZ10460,13832.53,2020-07-07,food_vendor,Nairobi,3.3,on_time,87.2
PEZ10461,6117.94,2024-08-09,electronics_repair,Mombasa,,on_time,26.3
PEZ10462,1759.49,2021-01-18,agro_dealer,Kitale,,late,55.8
PEZ10463,9068.4,2023-08-18,tailoring,Eldoret,1.3,on_time,59.5
PEZ10464,787.88,2020-10-08,tailoring,Kitale,2.9,late,36.2
PEZ10465,14028.96,2023-01-18,agro_dealer,Nakuru,4.1,on_time,77.3
PEZ10466,3679.58,2023-03-04,retail_shop,Malindi,0.9,on_time,83.6
PEZ10467,552.92,2024-07-18,hardware_store,Thika,4.0,late,69.4
PEZ10468,3770.67,2021-04-21,tailoring,Nairobi,0.6,on_time,55.7
PEZ10469,28127.36,2024-02-18,salon_barber,Mombasa,3.5,on_time,17.0
PEZ10470,6721.93,2024-09-27,retail_shop,Nakuru,5.7,on_time,91.8
PEZ10471,6737.31,2023-04-26,salon_barber,Kisumu,2.3,on_time,62.0
PEZ10472,20758.19,2024-07-17,retail_shop,Thika,5.4,late,40.7
PEZ10473,6034.33,2021-03-24,pharmacy,Garissa,10.8,late,64.9
PEZ10474,4069.53,2021-11-28,retail_shop,Garissa,18.1,on_time,86.7
PEZ10475,29419.03,2020-08-15,salon_barber,Thika,1.9,late,59.2
PEZ10476,66845.25,2020-07-25,hardware_store,Thika,0.5,on_time,69.8
PEZ10477,32747.99,2023-08-02,electronics_repair,Eldoret,5.4,on_time,31.3
PEZ10478,8580.87,2024-05-30,pharmacy,Thika,4.7,on_time,79.5
PEZ10479,11568.05,2021-08-26,electronics_repair,Nakuru,3.4,on_time,26.9
PEZ10480,11054.48,2024-04-27,salon_barber,Kisumu,4.8,on_time,40.4
PEZ10481,4314.29,2023-08-02,mobile_money_agent,Nairobi,3.5,on_time,74.3
PEZ10482,6927.53,2021-10-16,mobile_money_agent,Mombasa,1.3,late,18.2
PEZ10483,24546.82,2020-01-24,salon_barber,Mombasa,1.1,on_time,63.7
PEZ10484,7686.12,2020-01-03,tailoring,Nakuru,1.5,late,58.8
PEZ10485,1761.76,2024-12-10,retail_shop,Malindi,1.7,on_time,45.1
PEZ10486,17318.78,2023-08-26,agro_dealer,Thika,3.8,on_time,48.4
PEZ10487,5810.16,2021-06-18,transport,Kisumu,0.8,defaulted,14.3
PEZ10488,25969.17,2020-07-09,food_vendor,Mombasa,2.9,late,81.9
PEZ10489,5068.76,2023-08-31,electronics_repair,Nyeri,7.1,on_time,67.1
PEZ10490,3600.19,2021-01-24,salon_barber,Nyeri,3.1,late,41.9
PEZ10491,27304.23,2021-05-01,agro_dealer,Garissa,6.4,late,58.5
PEZ10492,16185.66,2020-01-08,food_vendor,Nairobi,3.0,late,64.8
PEZ10493,23656.93,2020-02-22,agro_dealer,Mombasa,4.8,late,60.7
PEZ10494,47513.62,2024-05-26,transport,Kisumu,3.4,late,53.4
PEZ10495,9501.06,2021-01-13,agro_dealer,Kitale,2.0,on_time,28.7
PEZ10496,14035.09,2021-04-08,electronics_repair,Malindi,1.8,on_time,34.2
PEZ10497,14161.63,2021-12-05,tailoring,Nyeri,3.2,late,62.3
PEZ10498,23805.01,2024-08-03,hardware_store,Malindi,1.0,on_time,29.2
PEZ10499,5444.14,2021-04-27,hardware_store,Malindi,1.5,on_time,77.1
PEZ10500,30664.69,2022-11-24,pharmacy,Eldoret,3.8,on_time,68.5
PEZ10501,1548.86,2020-12-08,mobile_money_agent,Nyeri,6.0,on_time,6.8
PEZ10502,24659.21,2024-08-11,transport,Nakuru,8.1,on_time,89.8
PEZ10503,11293.05,2022-03-05,salon_barber,Nyeri,0.6,defaulted,35.8
PEZ10504,10015.39,2020-01-26,hardware_store,Malindi,1.2,on_time,66.7
PEZ10505,6751.9,2023-04-19,mobile_money_agent,Nyeri,1.5,late,53.9
PEZ10506,11030.84,2023-01-01,mobile_money_agent,Mombasa,0.7,late,34.2
PEZ10507,1436.7,2020-12-18,electronics_repair,Malindi,0.8,on_time,39.5
PEZ10508,5100.96,2024-12-26,tailoring,Malindi,0.8,late,82.5
PEZ10509,31864.72,2021-11-22,electronics_repair,Nakuru,,late,43.7
PEZ10510,11294.43,2024-11-14,tailoring,Eldoret,0.7,late,32.4
PEZ10511,10264.2,2024-02-01,transport,Kisumu,6.5,late,12.6
PEZ10512,17700.75,2024-02-26,agro_dealer,Nyeri,2.6,on_time,60.2
PEZ10513,2475.36,2021-09-29,pharmacy,Garissa,0.8,late,15.7
PEZ10514,16021.56,2021-01-29,hardware_store,Malindi,4.4,defaulted,2.9
PEZ10515,2479.07,2021-07-15,transport,Nairobi,1.6,on_time,67.3
PEZ10516,6166.44,2022-02-01,electronics_repair,Kitale,2.5,defaulted,73.4
PEZ10517,11440.84,2021-12-06,pharmacy,Nyeri,1.7,on_time,75.6
PEZ10518,2360.74,2020-11-29,salon_barber,Eldoret,9.6,on_time,79.8
PEZ10519,12113.65,2022-04-18,mobile_money_agent,Nakuru,2.9,late,77.9
PEZ10520,11853.54,2020-09-27,hardware_store,Nairobi,1.1,on_time,45.3
PEZ10521,2992.76,2023-12-30,salon_barber,Nyeri,11.0,on_time,53.3
PEZ10522,13629.6,2021-09-10,tailoring,Malindi,1.9,late,69.6
PEZ10523,13889.93,2024-09-23,hardware_store,Nyeri,1.2,on_time,35.9
PEZ10524,7031.8,2020-05-10,electronics_repair,Garissa,0.5,late,48.6
PEZ10525,7884.61,2023-08-27,electronics_repair,Eldoret,1.8,on_time,15.8
PEZ10526,39776.01,2024-07-01,tailoring,Nakuru,1.5,on_time,51.8
PEZ10527,26151.51,2021-08-28,mobile_money_agent,Malindi,1.0,on_time,76.6
PEZ10528,2670.43,2024-07-29,tailoring,Malindi,1.1,on_time,55.2
PEZ10529,8572.69,2023-10-07,transport,Thika,3.4,on_time,35.4
PEZ10530,5993.93,2021-08-24,electronics_repair,Garissa,2.2,on_time,75.3
PEZ10531,27480.6,2021-01-09,food_vendor,Kitale,4.4,on_time,72.6
PEZ10532,5186.2,2024-12-21,electronics_repair,Mombasa,2.0,on_time,34.4
PEZ10533,37566.01,2024-11-09,electronics_repair,Thika,3.9,on_time,60.8
PEZ10534,9856.09,2024-11-11,mobile_money_agent,Nyeri,1.3,on_time,43.5
PEZ10535,11286.26,2021-02-14,agro_dealer,Garissa,3.3,late,13.5
PEZ10536,22888.22,2024-11-01,electronics_repair,Malindi,1.5,late,42.6
PEZ10537,3568.22,2020-01-10,salon_barber,Mombasa,14.3,on_time,55.3
PEZ10538,2553.72,2024-05-27,pharmacy,Eldoret,5.9,late,31.3
PEZ10539,1557.7,2022-02-24,food_vendor,Kisumu,0.7,on_time,22.8
PEZ10540,18324.73,2024-03-30,retail_shop,Nairobi,2.4,on_time,36.1
PEZ10541,15297.52,2024-12-01,hardware_store,Nakuru,,late,
PEZ10542,14675.38,2024-08-14,electronics_repair,Eldoret,2.1,late,30.9
PEZ10543,10191.55,2022-06-07,retail_shop,Eldoret,1.5,on_time,49.8
PEZ10544,1595.91,2024-07-20,salon_barber,Thika,1.5,late,63.4
PEZ10545,18999.71,2023-04-22,agro_dealer,Nairobi,1.0,on_time,73.1
PEZ10546,18212.97,2023-08-04,hardware_store,Kisumu,8.5,on_time,41.0
PEZ10547,2898.37,2024-09-08,tailoring,Garissa,2.0,late,49.3
PEZ10548,4107.46,2022-08-29,retail_shop,Nairobi,12.3,on_time,45.3
PEZ10549,1416.11,2023-09-18,salon_barber,Nakuru,0.6,on_time,27.3
PEZ10550,12716.5,2022-11-13,hardware_store,Eldoret,8.9,on_time,61.6
PEZ10551,1965.63,2024-05-12,mobile_money_agent,Mombasa,0.7,on_time,58.5
PEZ10552,12498.81,2023-01-27,tailoring,Garissa,3.1,late,53.8
PEZ10553,7568.29,2020-07-01,pharmacy,Nakuru,1.8,defaulted,77.1
PEZ10554,2205.38,2024-01-21,food_vendor,Nyeri,2.5,on_time,43.0
PEZ10555,57364.13,2020-04-12,food_vendor,Eldoret,5.7,late,28.2
PEZ10556,45408.99,2022-05-22,food_vendor,Kisumu,2.4,on_time,31.0
PEZ10557,3271.46,2023-08-18,,Mombasa,0.7,late,54.1
PEZ10558,12128.34,2020-07-09,salon_barber,Thika,3.8,on_time,58.9
PEZ10559,6070.55,2022-02-28,electronics_repair,Thika,3.3,late,66.8
PEZ10560,5557.79,2020-04-30,pharmacy,Malindi,2.1,on_time,48.1
PEZ10561,6049.58,2021-01-06,salon_barber,Mombasa,5.8,on_time,69.6
PEZ10562,6273.37,2024-01-29,mobile_money_agent,Malindi,2.9,on_time,43.8
PEZ10563,59269.79,2021-06-19,salon_barber,Kitale,7.9,defaulted,49.2
PEZ10564,10657.59,2023-03-03,electronics_repair,Nairobi,2.2,on_time,62.3
PEZ10565,15594.55,2024-01-28,transport,Thika,2.8,on_time,27.4
PEZ10566,1387.7,2023-02-17,transport,Kitale,2.5,on_time,29.5
PEZ10567,31153.12,2022-10-12,mobile_money_agent,Nairobi,,on_time,82.9
PEZ10568,5788.46,2022-11-04,salon_barber,Mombasa,1.4,late,39.0
PEZ10569,855.65,2024-06-28,transport,Garissa,4.0,on_time,80.0
PEZ10570,5034.21,2024-03-06,mobile_money_agent,Kitale,1.0,on_time,46.7
PEZ10571,2610.59,2024-06-09,retail_shop,Mombasa,0.8,on_time,
PEZ10572,4879.16,2022-07-23,mobile_money_agent,Nyeri,1.3,on_time,63.6
PEZ10573,5660.31,2024-04-20,electronics_repair,Thika,8.3,on_time,39.7
PEZ10574,22127.86,2024-04-04,mobile_money_agent,Nyeri,3.1,late,62.5
PEZ10575,2923.37,2022-12-05,transport,Nairobi,3.2,late,57.8
PEZ10576,8690.01,2024-01-17,electronics_repair,Mombasa,,on_time,76.5
PEZ10577,1112.69,2021-03-17,agro_dealer,Mombasa,5.9,on_time,27.6
PEZ10578,3732.99,2024-09-11,pharmacy,Nakuru,6.6,on_time,26.9
PEZ10579,10427.14,2020-10-02,mobile_money_agent,Mombasa,2.5,on_time,18.3
PEZ10580,6838.56,2022-09-16,pharmacy,Nairobi,5.4,on_time,
PEZ10581,38862.93,2023-09-08,hardware_store,Kisumu,1.8,late,86.4
PEZ10582,5851.26,2023-11-19,mobile_money_agent,Nyeri,1.1,on_time,24.4
PEZ10583,13582.23,2020-10-09,transport,Eldoret,1.6,on_time,73.0
PEZ10584,4040.56,2024-10-28,agro_dealer,Nyeri,5.7,on_time,57.9
PEZ10585,14842.11,2021-12-08,electronics_repair,Garissa,3.8,late,46.4
PEZ10586,1305.07,2021-12-22,salon_barber,Kisumu,3.1,late,72.8
PEZ10587,20497.23,2024-09-19,hardware_store,Kitale,2.1,on_time,22.3
PEZ10588,3927.48,2022-02-19,,Eldoret,2.9,late,48.0
PEZ10589,41079.45,2021-08-09,salon_barber,Nairobi,6.5,late,27.0
PEZ10590,3767.4,2020-03-07,tailoring,Kisumu,3.1,on_time,50.0
PEZ10591,23691.86,2024-02-29,electronics_repair,Kitale,4.0,on_time,84.4
PEZ10592,977.63,2023-09-22,hardware_store,Malindi,0.6,late,61.6
PEZ10593,8741.85,2023-02-04,retail_shop,Malindi,1.7,late,44.1
PEZ10594,3393.93,2022-06-26,retail_shop,Nairobi,2.2,on_time,55.9
PEZ10595,9860.62,2021-01-31,transport,Thika,10.6,on_time,45.7
PEZ10596,6126.82,2022-11-18,tailoring,Kitale,1.8,late,56.8
PEZ10597,26429.45,2024-09-28,food_vendor,Malindi,,late,73.4
PEZ10598,2597.52,2021-10-22,tailoring,Nairobi,9.3,late,57.9
PEZ10599,3788.82,2024-06-05,mobile_money_agent,Nairobi,3.2,on_time,87.6
PEZ10600,10686.35,2021-01-11,mobile_money_agent,Garissa,2.0,late,62.8
PEZ10601,14889.44,2021-12-16,hardware_store,Mombasa,4.2,on_time,36.1
PEZ10602,1654.38,2023-06-20,transport,Nakuru,0.8,on_time,66.4
PEZ10603,7851.72,2023-10-01,hardware_store,Kitale,1.3,defaulted,57.3
PEZ10604,22351.43,2020-03-22,electronics_repair,Kitale,2.8,late,66.3
PEZ10605,3239.17,2021-08-02,electronics_repair,Malindi,2.0,on_time,51.0
PEZ10606,18393.05,2020-03-30,retail_shop,Garissa,3.1,on_time,38.5
PEZ10607,5117.65,2024-05-02,tailoring,Nakuru,2.6,on_time,39.6
PEZ10608,6373.14,2024-11-06,hardware_store,Garissa,,on_time,17.5
PEZ10609,26383.42,2022-06-10,agro_dealer,Mombasa,0.8,on_time,88.7
PEZ10610,7946.85,2020-12-30,food_vendor,Kisumu,,defaulted,53.8
PEZ10611,3633.11,2022-07-12,tailoring,Garissa,1.6,on_time,60.0
PEZ10612,3228.46,2024-01-15,agro_dealer,Malindi,3.6,defaulted,61.7
PEZ10613,27548.69,2022-10-26,mobile_money_agent,Mombasa,1.8,late,45.5
PEZ10614,10077.14,2022-06-15,food_vendor,Eldoret,2.0,on_time,50.1
PEZ10615,4942.59,2024-03-09,agro_dealer,Malindi,11.0,late,
PEZ10616,6546.4,2024-06-16,agro_dealer,Garissa,1.0,on_time,15.4
PEZ10617,3717.12,2023-05-06,electronics_repair,Nairobi,2.0,defaulted,35.9
PEZ10618,93394.03,2024-01-26,agro_dealer,Garissa,5.5,on_time,44.0
PEZ10619,5644.36,2021-03-28,electronics_repair,Nakuru,3.1,late,56.8
PEZ10620,21935.73,2024-10-09,mobile_money_agent,Eldoret,1.0,on_time,22.9
PEZ10621,32556.51,2021-02-08,hardware_store,Kitale,3.1,late,51.3
PEZ10622,6491.91,2021-08-06,mobile_money_agent,Kitale,3.0,late,32.6
PEZ10623,11127.19,2021-09-18,mobile_money_agent,Mombasa,3.2,on_time,13.4
PEZ10624,14179.85,2020-01-10,mobile_money_agent,Kisumu,2.4,on_time,60.6
PEZ10625,32182.0,2022-01-06,electronics_repair,Nakuru,0.6,late,25.1
PEZ10626,18850.28,2023-02-03,salon_barber,Thika,9.5,on_time,60.6
PEZ10627,6410.32,2024-12-30,food_vendor,Kisumu,2.2,on_time,10.1
PEZ10628,27128.71,2020-02-08,hardware_store,Nakuru,1.2,late,58.1
PEZ10629,1769.41,2020-03-16,hardware_store,Nairobi,5.3,late,66.6
PEZ10630,13431.08,2022-01-19,hardware_store,Eldoret,10.0,on_time,91.6
PEZ10631,4480.5,2022-10-23,agro_dealer,Nakuru,3.0,late,62.8
PEZ10632,4683.65,2024-07-09,hardware_store,Mombasa,2.2,on_time,64.7
PEZ10633,6649.06,2023-03-04,mobile_money_agent,Kisumu,0.7,on_time,96.5
PEZ10634,3887.19,2021-06-25,salon_barber,Kitale,2.6,late,
PEZ10635,66414.66,2022-08-19,electronics_repair,Nakuru,,late,58.5
PEZ10636,18415.85,2023-07-21,pharmacy,Nairobi,,on_time,69.7
PEZ10637,11149.62,2023-04-18,tailoring,Eldoret,1.1,on_time,14.9
PEZ10638,8973.89,2024-07-31,food_vendor,Garissa,1.0,on_time,68.6
PEZ10639,9048.82,2022-06-19,,Kitale,3.8,on_time,10.5
PEZ10640,4600.28,2022-01-11,salon_barber,Nakuru,4.4,late,84.7
PEZ10641,3302.74,2023-10-14,mobile_money_agent,Mombasa,1.1,late,43.3
PEZ10642,1759.36,2020-03-29,pharmacy,Kitale,5.1,defaulted,65.7
PEZ10643,23810.97,2020-10-27,salon_barber,Nyeri,12.0,on_time,22.5
PEZ10644,9506.37,2023-02-28,retail_shop,Kisumu,2.1,on_time,64.5
PEZ10645,24442.3,2022-09-13,retail_shop,Eldoret,1.0,on_time,90.4
PEZ10646,31827.9,2021-01-07,salon_barber,Nakuru,17.5,on_time,73.4
PEZ10647,1432.9,2023-04-24,mobile_money_agent,Garissa,2.5,on_time,13.5
PEZ10648,27029.24,2022-10-29,,Nakuru,1.0,on_time,94.4
PEZ10649,47985.55,2024-12-02,agro_dealer,Kisumu,3.0,on_time,27.5
PEZ10650,49489.46,2023-01-09,hardware_store,Garissa,4.5,on_time,15.8
PEZ10651,6451.78,2021-04-14,retail_shop,Malindi,2.7,on_time,19.2
PEZ10652,3323.53,2023-03-25,pharmacy,Malindi,4.5,on_time,58.5
PEZ10653,657.97,2021-08-03,food_vendor,Malindi,3.4,on_time,38.5
PEZ10654,38514.81,2023-03-29,mobile_money_agent,Garissa,1.2,on_time,62.5
PEZ10655,3677.5,2022-04-17,hardware_store,Mombasa,7.8,on_time,53.0
PEZ10656,3924.14,2022-05-17,electronics_repair,Mombasa,1.4,on_time,90.9
PEZ10657,8902.83,2023-02-04,mobile_money_agent,Thika,0.8,late,83.3
PEZ10658,7278.25,2023-03-29,hardware_store,Kitale,2.0,on_time,52.3
PEZ10659,9886.74,2022-07-03,electronics_repair,Malindi,3.0,on_time,58.4
PEZ10660,6144.82,2023-11-28,salon_barber,Mombasa,4.3,on_time,68.2
PEZ10661,25606.65,2022-08-23,retail_shop,Kisumu,1.2,on_time,58.2
PEZ10662,14181.6,2024-01-23,mobile_money_agent,Malindi,1.3,on_time,50.1
PEZ10663,23258.18,2024-05-03,agro_dealer,Malindi,1.6,on_time,40.2
PEZ10664,8285.02,2021-08-08,salon_barber,Kitale,2.0,on_time,73.1
PEZ10665,17397.91,2023-10-12,transport,Nairobi,1.6,on_time,9.3
